Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
DPEP2	64174	62	62	32	-	609925	37	0
DPEP2NB	100131303	10	10	-	-	-	-	-
DPEP3	64180	59	59	29	-	609926	34	0
DPF1	8193	24	24	12	-	601670	15	0
DPF2	5977	204	183	188	15	601671	66	2
DPF3	8110	43	43	25	1	601672	32	0
DPH1	1801	222	190	133	13	603527	83	2
DPH2	1802	56	53	40	3	603456	38	2
DPH3	285381	27	27	3	-	608959	5	0
DPH5	51611	34	30	21	3	611075	20	0
DPH5-DT	102606465	3	3	-	-	-	-	-
DPH6	89978	38	37	13	2	618391	13	0
DPH6-DT	100507466	8	8	-	-	-	-	-
DPH7	92715	126	121	32	2	613210	41	0
DPM1	8813	366	274	351	21	603503	116	14
DPM2	8818	200	162	161	8	603564	58	2
DPM3	54344	104	83	84	14	605951	38	1
DPP10	57628	85	85	58	3	608209	56	0
DPP3	10072	79	77	57	2	606818	52	0
DPP3-DT	101928069	10	10	-	-	-	8	0
DPP4	1803	78	78	55	-	102720	43	0
DPP4-DT	100131604	4	4	-	-	-	-	-
DPP6	1804	346	298	295	10	126141	54	4
DPP7	29952	123	115	48	-	610537	55	0
DPP8	54878	49	48	35	-	606819	38	0
DPP9	91039	99	97	78	6	608258	65	0
DPP9-AS1	100131094	22	22	-	1	-	12	0
DPPA2	151871	39	39	21	1	614445	18	0
DPPA3	359787	61	57	10	-	608408	16	0
DPPA4	55211	18	18	2	-	614125	3	0
DPPA5	340168	19	19	5	-	611111	8	0
DPRX	503834	33	33	9	1	611165	16	0
DPT	1805	50	49	20	1	125597	16	0
DPY19L1	23333	56	56	33	-	613892	37	0
DPY19L2	283417	68	67	53	8	613893	36	0
DPY19L3	147991	54	54	36	-	613894	40	0
DPY19L3-DT	400684	8	8	-	-	-	3	0
DPY19L4	286148	71	71	31	1	613895	28	0
DPY30	84661	36	36	2	2	612032	10	0
DPYD	1806	901	511	844	142	612779	204	20
DPYD-AS1	100873932	151	98	-	34	-	34	0
DPYD-AS2	100873933	7	7	-	-	-	2	0
DPYS	1807	325	233	273	26	613326	101	8
DPYSL2	1808	122	121	40	2	602463	24	0
DPYSL3	1809	49	48	30	-	601168	27	0
DPYSL4	10570	140	140	39	-	608407	44	0
DPYSL5	56896	71	66	49	-	608383	36	2
DQX1	165545	51	48	31	-	620580	33	0
DR1	1810	9	9	3	-	601482	4	0
DRAIC	145837	2	2	-	-	616387	-	-
DRAM1	55332	24	24	13	-	610776	19	0
DRAM2	128338	225	202	205	23	613360	95	3
DRAP1	10589	26	24	11	-	602289	13	0
DRAXIN	374946	70	70	22	-	612682	27	0
DRC1	92749	584	482	559	27	615288	176	7
DRC12	283152	53	47	11	-	-	18	0
DRC3	83450	159	157	36	1	618758	35	0
DRC7	84229	92	91	65	-	618769	71	0
DRD1	1812	33	33	16	-	126449	11	0
DRD2	1813	171	144	154	1	126450	37	4
DRD3	1814	96	84	62	-	126451	30	1
DRD4	1815	185	161	144	1	126452	93	6
DRD5	1816	135	133	55	-	126453	56	1
DRG1	4733	38	33	16	5	603952	10	0
DRG2	1819	139	137	17	-	602986	19	0
DRGX	644168	88	88	1	-	606701	25	0
DRICH1	51233	134	130	16	1	-	58	0
DROSHA	29102	145	135	111	2	608828	50	0
DRP2	1821	645	582	472	16	300052	228	10
DSC1	1823	92	90	49	-	125643	52	0
DSC2	1824	3670	1695	3624	77	125645	906	153
DSC3	1825	162	152	121	6	600271	48	1
DSCAM	1826	299	276	213	12	602523	119	0
DSCAM-AS1	100506492	43	38	-	-	-	1	0
DSCAM-IT1	100874326	43	38	-	-	-	1	0
DSCAML1	57453	1349	1233	1314	-	611782	647	4
DSCAS	101927698	244	162	-	3	-	92	0
DSCC1	79075	74	74	19	-	613203	24	0
DSCR10	259234	43	38	-	-	-	1	0
DSCR4	10281	75	70	-	-	604829	2	0
DSCR8	84677	75	70	-	-	613396	2	0
DSCR9	257203	44	39	-	-	-	1	0
DSE	29940	554	418	460	14	605942	194	11
DSEL	92126	195	193	56	-	611125	71	0
DSEL-AS1	643542	53	51	-	2	-	3	0
DSG1	1828	887	748	847	34	125670	382	9
DSG1-AS1	101927718	771	583	-	20	-	312	0
DSG2	1829	4512	1897	4469	109	125671	1025	173
DSG2-AS1	100652770	1709	692	-	19	-	395	0
DSG3	1830	141	137	99	1	169615	58	0
DSG4	147409	368	273	325	13	607892	127	27
DSN1	79980	26	26	17	-	609175	16	0
DSP	1832	11237	4907	11199	644	125647	2058	652
DSP-AS1	101928076	476	188	-	12	-	81	0
DSPP	1834	671	506	640	35	125485	203	23
DST	667	4670	3811	4661	151	113810	2218	76
DST-AS1	101930010	20	18	-	2	-	7	0
DSTN	11034	24	24	3	1	609114	5	0
DSTYK	25778	299	235	278	6	612666	123	6
DTD1	92675	38	38	12	2	610996	14	0
DTD1-AS1	101929526	10	10	-	1	-	-	-
DTD2	112487	36	35	2	-	-	11	0
DTHD1	401124	507	466	487	-	616979	300	5
DTL	51514	46	45	27	-	610617	24	0
DTNA	1837	959	651	914	2	601239	267	19
DTNB	1838	66	65	36	1	602415	42	0
DTNB-AS1	101929272	9	9	-	-	-	2	0
DTNBP1	84062	400	315	367	15	607145	126	7
DTWD1	56986	33	32	8	-	-	13	0
DTWD2	285605	72	71	33	-	-	46	0
DTX1	1840	42	42	34	1	602582	32	0
DTX2	113878	87	87	57	-	613141	53	0
DTX3	196403	28	28	15	-	613142	18	0
DTX3L	151636	59	59	40	-	613143	36	0
DTX4	23220	50	49	38	-	616110	37	0
DTYMK	1841	147	144	25	4	188345	38	0
DUBR	344595	10	10	-	-	616619	1	0
DUOX1	53905	129	126	103	1	606758	91	0
DUOX2	50506	2437	1917	2410	189	606759	726	109
DUOXA1	90527	64	62	30	-	612771	43	0
DUOXA2	405753	133	97	101	11	612772	38	4
DUS1L	64118	61	61	35	-	-	41	0
DUS2	54920	57	57	27	1	609707	35	0
DUS3L	56931	51	51	42	-	-	42	0
DUS4L	11062	74	66	13	5	-	29	1
DUS4L-BCAP29	115253422	55	47	2	2	-	26	1
DUSP1	1843	38	38	17	-	600714	18	0
DUSP10	11221	58	57	25	-	608867	28	0
DUSP11	8446	40	37	23	-	603092	19	0
DUSP12	11266	41	39	21	-	604835	26	0
DUSP13A	128854680	5	5	-	-	-	-	-
DUSP13B	51207	52	52	30	-	613191	29	0
DUSP14	11072	148	139	12	-	606618	21	0
DUSP15	128853	42	42	19	-	616776	22	0
DUSP16	80824	85	84	40	-	607175	39	0
DUSP18	150290	41	40	17	-	611446	21	0
DUSP19	142679	43	43	16	-	611437	18	0
DUSP2	1844	87	87	23	-	603068	54	0
DUSP21	63904	167	161	6	-	300678	11	0
DUSP22	56940	182	171	33	1	616778	12	0
DUSP23	54935	25	23	14	-	618361	16	0
DUSP26	78986	72	72	5	-	618368	9	0
DUSP28	285193	133	130	27	-	-	35	0
DUSP29	338599	40	40	17	-	618574	22	0
DUSP3	1845	23	23	7	-	600183	15	0
DUSP4	1846	95	95	21	-	602747	22	0
DUSP5	1847	52	51	23	-	603069	24	0
DUSP5-DT	105378481	7	7	-	-	-	1	0
DUSP6	1848	88	74	74	1	602748	29	1
DUSP7	1849	20	20	9	1	602749	12	0
DUSP8	1850	75	74	35	-	602038	42	0
DUSP9	1852	259	243	26	-	300134	39	0
DUT	1854	33	32	9	1	601266	8	0
DUT-AS1	107984757	3	3	-	-	-	-	-
DUX4	100288687	2	2	1	1	606009	1	0
DUXA	503835	38	38	16	-	611168	22	0
DUXB	100033411	17	17	-	-	618698	3	0
DVL1	1855	943	795	791	24	601365	255	28
DVL2	1856	119	101	81	4	602151	50	0
DVL3	1857	417	357	375	17	601368	135	7
DXO	1797	31	31	19	-	605996	22	0
DYDC1	143241	46	46	8	-	615154	12	0
DYDC2	84332	53	53	11	-	-	16	0
DYM	54808	516	372	464	50	607461	142	16
DYM-AS1	100129878	55	40	-	3	-	9	0
DYNAP	284254	71	69	9	-	619421	12	0
DYNC1H1	1778	7074	4587	7021	141	600112	1677	334
DYNC1I1	1780	130	108	111	2	603772	34	0
DYNC1I2	1781	80	78	54	5	603331	40	0
DYNC1LI1	51143	37	37	21	-	615890	22	0
DYNC1LI2	1783	54	53	20	-	611406	26	0
DYNC1LI2-DT	106699570	13	13	-	-	-	-	-
DYNC2H1	79659	5069	3535	5014	457	603297	762	213
DYNC2I1	55112	686	592	562	25	615462	224	6
DYNC2I2	89891	641	538	594	40	613363	225	8
DYNC2LI1	51626	1029	654	233	52	617083	291	3
DYNLL1	8655	14	14	-	-	601562	4	0
DYNLL2	140735	17	17	2	1	608942	3	0
DYNLL2-DT	101927666	15	15	-	-	-	1	0
DYNLRB1	83658	19	19	3	-	607167	6	0
DYNLRB2	83657	63	63	15	-	607168	24	0
DYNLRB2-AS1	102724084	36	36	-	-	-	14	0
DYNLT1	6993	35	34	7	-	601554	12	0
DYNLT2	6991	87	87	12	-	186977	13	0
DYNLT2B	255758	176	166	70	6	617353	49	0
DYNLT3	6990	166	160	6	-	300302	17	0
DYNLT4	343521	37	37	27	-	611713	31	0
DYNLT5	200132	36	36	11	-	619994	15	0
DYRK1A	1859	1423	1035	1335	238	600855	277	42
DYRK1B	9149	235	187	223	2	604556	84	4
DYRK2	8445	35	35	26	1	603496	25	0
DYRK3	8444	43	41	24	-	603497	27	0
DYRK3-AS1	105372876	3	3	-	-	-	-	-
DYRK4	8798	86	86	27	-	609181	30	0
DYSF	8291	7634	4072	7610	789	603009	920	442
DYTN	391475	58	58	31	-	618510	27	0
DZANK1	55184	70	70	44	-	-	48	0
DZIP1	22873	134	133	49	3	608671	49	0
DZIP1L	199221	274	223	253	12	617570	92	4
DZIP3	9666	79	79	58	-	608672	57	0
E2F1	1869	45	43	30	-	189971	14	0
E2F2	1870	36	36	27	-	600426	28	0
E2F3	1871	28	27	13	-	600427	12	0
E2F3-IT1	100874268	2	2	-	-	-	-	-
E2F4	1874	55	55	22	-	600659	29	0
E2F5	1875	58	58	17	-	600967	27	0
E2F5-DT	102723322	15	15	-	-	-	2	0
E2F6	1876	42	42	11	-	602944	21	0
E2F7	144455	65	65	54	-	612046	47	0
E2F8	79733	72	72	58	-	612047	47	0
E4F1	1877	100	98	54	3	603022	63	0
EAF1	85403	40	40	18	-	608315	16	0
EAF2	55840	31	31	11	-	607659	11	0
EAPP	55837	41	41	14	-	609486	17	0
EARS2	124454	528	352	493	32	612799	154	23
EBAG9	9166	47	47	6	-	605772	8	0
EBF1	1879	40	40	20	1	164343	22	0
EBF2	64641	106	106	21	1	609934	22	0
EBF3	253738	398	324	298	94	607407	91	2
EBF4	57593	84	83	52	-	609935	58	0
EBI3	10148	47	47	23	-	605816	24	0
EBLN1	340900	38	38	24	-	613249	26	0
EBLN2	55096	39	39	26	-	613250	28	0
EBNA1BP2	10969	27	27	13	-	614443	15	0
EBP	10682	425	340	249	69	300205	49	8
EBPL	84650	80	80	12	-	617335	19	0
ECD	11319	47	47	30	-	616464	26	0
ECE1	1889	99	90	84	5	600423	42	0
ECE1-AS1	100506801	2	2	-	-	-	-	-
ECE2	9718	114	113	68	1	610145	61	0
ECEL1	9427	350	241	310	53	605896	68	11
ECH1	1891	40	39	28	-	600696	25	0
ECHDC1	55862	41	41	18	3	612136	21	0
ECHDC2	55268	37	37	24	-	620724	27	0
ECHDC3	79746	48	48	18	-	620756	26	0
ECHS1	1892	627	460	514	54	602292	114	23
ECI1	1632	75	73	33	1	600305	45	0
ECI1-AS1	123706507	9	9	-	1	-	1	0
ECI2	10455	74	74	29	-	608024	25	0
ECI2-DT	100507506	29	29	-	-	-	2	0
ECM1	1893	165	127	147	21	602201	42	1
ECM2	1842	90	89	43	-	603479	58	0
ECPAS	23392	151	151	116	1	616694	116	0
ECRG4	84417	26	26	3	-	611752	9	0
ECSCR	641700	30	29	1	-	615736	14	0
ECSIT	51295	43	40	21	2	608388	24	0
ECT2	1894	61	61	31	1	600586	38	0
ECT2L	345930	99	98	51	-	-	51	0
EDA	1896	919	709	773	268	300451	84	15
EDA2R	60401	190	180	33	-	300276	40	1
EDAR	10913	558	375	506	81	604095	157	11
EDARADD	128178	314	226	245	14	606603	99	9
EDC3	80153	78	74	38	2	609842	22	2
EDC4	23644	88	88	58	-	606030	61	0
EDDM13	100506374	12	12	-	-	-	1	0
EDDM3A	10876	41	41	13	-	611580	13	0
EDDM3B	64184	35	35	7	-	611582	8	0
EDEM1	9695	121	121	38	1	607673	48	0
EDEM2	55741	49	49	34	-	610302	34	0
EDEM3	80267	90	88	63	13	610214	49	0
EDF1	8721	71	63	6	-	605107	12	0
EDIL3	10085	47	47	33	1	606018	34	0
EDIL3-DT	105379057	5	5	-	-	-	4	0
EDN1	1906	80	72	51	4	131240	22	1
EDN2	1907	24	24	10	-	131241	12	0
EDN3	1908	242	177	223	7	131242	92	4
EDNRA	1909	140	123	104	2	131243	46	0
EDNRB	1910	496	368	418	36	131244	169	17
EDNRB-AS1	100505518	318	227	-	25	-	114	0
EDRF1	26098	112	112	44	-	620463	42	0
EDRF1-AS1	101927983	31	31	-	-	-	7	0
EDRF1-DT	399821	25	25	-	-	-	1	0
EEA1	8411	61	61	52	1	605070	48	0
EED	8726	158	140	131	10	605984	51	2
EEF1A1	1915	25	23	10	1	130590	7	0
EEF1A1-AS1	124901342	2	2	-	-	-	1	0
EEF1A2	1917	927	646	840	44	602959	180	18
EEF1AKMT1	221143	51	51	1	-	617793	10	0
EEF1AKMT2	399818	76	76	17	-	617794	19	0
EEF1AKMT3	25895	26	26	14	-	615258	15	0
EEF1AKMT4	110599564	35	35	1	1	-	13	0
EEF1AKMT4-ECE2	110599583	91	91	69	1	-	61	0
EEF1B2	1933	45	45	17	3	600655	14	0
EEF1D	1936	153	146	90	4	130592	58	0
EEF1E1	9521	32	32	2	-	609206	2	0
EEF1E1-BLOC1S5	100526837	40	39	-	5	-	15	0
EEF1G	1937	36	35	20	-	130593	24	0
EEF2	1938	541	424	512	4	130610	161	5
EEF2K	29904	190	186	62	1	606968	106	0
EEF2KMT	196483	172	148	38	8	615263	70	0
EEFSEC	60678	74	72	51	4	607695	51	0
EEIG1	399665	68	66	29	-	610891	30	0
EEIG2	284611	30	30	11	-	-	15	0
EEPD1	80820	58	58	37	-	617192	39	0
EFCAB10	100130771	438	315	8	5	-	198	0
EFCAB10-AS1	127138863	6	6	-	-	-	1	0
EFCAB11	90141	32	32	12	-	-	14	0
EFCAB12	90288	41	40	27	-	-	30	0
EFCAB13	124989	72	72	63	-	-	38	0
EFCAB13-DT	102724508	154	124	-	12	-	59	0
EFCAB14	9813	27	27	19	-	619559	22	0
EFCAB14-AS1	100130197	12	12	-	-	-	11	0
EFCAB2	84288	112	111	7	1	619617	22	0
EFCAB3	146779	39	38	23	1	619567	20	0
EFCAB5	374786	122	119	107	3	-	70	0
EFCAB6	64800	166	165	111	4	619664	105	0
EFCAB6-AS1	100874197	24	23	-	-	-	6	0
EFCAB6-DT	105373058	20	19	-	-	-	-	-
EFCAB7	84455	51	51	25	-	617632	29	0
EFCAB8	388795	18	18	2	-	-	1	0
EFCAB9	285588	25	25	8	-	618520	10	0
EFCC1	79825	63	61	49	-	-	48	0
EFEMP1	2202	462	374	445	10	601548	179	9
EFEMP2	30008	865	503	846	32	604633	228	19
EFHB	151651	71	68	48	1	-	44	0
EFHC1	114327	694	461	675	2	608815	266	32
EFHC2	80258	207	198	47	3	300817	41	2
EFHD1	80303	52	51	14	1	611617	17	0
EFHD2	79180	39	39	11	-	616450	17	0
EFHD2-AS1	101927441	21	21	-	-	-	5	0
EFL1	79631	530	469	504	8	617538	234	4
EFNA1	1942	30	26	10	-	191164	14	0
EFNA2	1943	39	39	8	1	602756	13	0
EFNA3	1944	35	31	15	-	601381	19	0
EFNA4	1945	51	45	31	-	601380	22	0
EFNA4-EFNA3	125467750	50	48	-	-	-	32	0
EFNA5	1946	36	35	6	1	601535	12	0
EFNB1	1947	320	280	178	57	300035	60	5
EFNB2	1948	128	128	17	1	600527	18	0
EFNB3	1949	50	47	17	-	602297	21	0
EFR3A	23167	140	140	73	-	611798	64	0
EFR3B	22979	68	67	36	-	616797	47	0
EFS	10278	74	73	51	-	609906	52	0
EFTUD2	9343	803	660	786	141	603892	187	11
EGF	1950	653	502	640	2	131530	215	21
EGFL6	25975	220	212	37	1	300239	40	0
EGFL7	51162	92	83	24	-	608582	27	0
EGFL8	80864	29	29	19	-	609897	22	0
EGFLAM	133584	107	107	76	1	617683	78	0
EGFLAM-AS1	100874117	19	19	-	-	-	10	0
EGFLAM-AS2	100506475	28	28	-	-	-	7	0
EGFLAM-AS4	100852408	26	26	-	-	-	5	0
EGFR	1956	3520	3008	3439	134	131550	1437	50
EGFR-AS1	100507500	278	200	-	19	-	81	0
EGILA	116435281	152	90	4	7	-	46	1
EGLN1	54583	1290	1035	1250	7	606425	535	26
EGLN2	112398	575	570	562	1	606424	278	0
EGLN3	112399	29	29	6	-	606426	6	0
EGLN3-AS1	105370445	12	12	-	-	-	1	0
EGOT	100126791	93	92	-	-	611662	17	0
EGR1	1958	33	32	15	-	128990	16	0
EGR2	1959	633	422	610	17	129010	244	16
EGR3	1960	105	104	16	-	602419	15	0
EGR4	1961	65	62	48	-	128992	43	0
EHBP1	23301	112	111	92	2	609922	80	0
EHBP1-AS1	100132215	9	9	-	-	-	5	0
EHBP1L1	254102	132	127	111	-	619583	108	0
EHD1	10938	58	56	42	-	605888	35	0
EHD2	30846	44	44	26	-	605890	33	0
EHD3	30845	58	58	30	-	605891	34	0
EHD4	30844	47	46	32	-	605892	34	0
EHD4-AS1	101928363	2	2	-	-	-	2	0
EHF	26298	38	38	17	-	605439	19	0
EHHADH	1962	326	251	279	1	607037	110	29
EHHADH-AS1	339926	17	17	-	-	-	-	-
EHMT1	79813	3038	2216	2899	219	607001	564	143
EHMT2	10919	61	61	53	1	604599	43	0
EHMT2-AS1	107986588	24	21	-	1	-	10	0
EI24	9538	72	71	8	2	605170	11	0
EID1	23741	36	35	12	-	605894	16	0
EID2	163126	24	20	10	-	609773	12	0
EID2B	126272	24	20	10	-	617355	12	0
EID3	493861	37	37	22	-	612986	29	0
EIF1	10209	6	6	-	-	619901	1	0
EIF1AD	84285	22	20	2	-	618473	9	0
EIF1AX	1964	183	173	5	1	300186	12	0
EIF1AX-AS1	100874078	84	80	-	-	-	3	0
EIF1AY	9086	79	79	-	-	400014	5	0
EIF1B	10289	8	8	1	-	-	1	0
EIF1B-AS1	440952	43	41	-	-	-	34	0
EIF2A	83939	49	49	31	1	609234	30	0
EIF2AK1	27102	267	250	164	5	613635	135	1
EIF2AK2	5610	203	173	182	4	176871	80	6
EIF2AK3	9451	1101	846	1082	80	604032	308	21
EIF2AK3-DT	101928403	5	5	-	-	-	2	0
EIF2AK4	440275	521	412	498	66	609280	94	5
EIF2B1	1967	358	311	329	34	606686	93	9
EIF2B2	8892	399	300	381	35	606454	78	12
EIF2B3	8891	404	317	388	10	606273	103	10
EIF2B4	8890	548	447	524	31	606687	116	13
EIF2B5	8893	966	758	921	98	603945	168	22
EIF2B5-DT	105374249	25	24	-	-	-	5	0
EIF2D	1939	62	60	34	-	613709	44	0
EIF2S1	1965	23	22	9	-	603907	12	0
EIF2S2	8894	21	21	5	-	603908	5	0
EIF2S3	1968	235	209	77	8	300161	40	2
EIF2S3B	255308	13	13	2	-	-	1	0
EIF3A	8661	108	107	74	-	602039	62	0
EIF3B	8662	139	139	83	-	603917	70	0
EIF3C	8663	106	106	3	4	603916	25	0
EIF3CL	728689	62	62	6	5	-	19	0
EIF3D	8664	40	39	11	-	603915	18	0
EIF3E	3646	45	45	4	-	602210	8	0
EIF3F	8665	106	73	85	3	603914	28	4
EIF3G	8666	22	22	14	-	603913	12	0
EIF3H	8667	73	73	11	2	603912	22	0
EIF3I	8668	20	20	6	-	603911	10	0
EIF3J	8669	26	25	4	-	603910	15	0
EIF3J-DT	645212	2	2	-	-	-	2	0
EIF3K	27335	23	23	11	-	609596	15	0
EIF3L	51386	40	37	11	-	619197	11	0
EIF3M	10480	30	30	7	-	609641	12	0
EIF4A1	1973	37	35	7	-	602641	14	0
EIF4A2	1974	90	83	43	15	601102	20	0
EIF4A3	9775	53	51	29	4	608546	19	1
EIF4B	1975	35	35	26	-	603928	29	0
EIF4E	1977	35	35	14	-	133440	13	0
EIF4E1B	253314	73	70	16	-	-	20	0
EIF4E2	9470	52	51	15	-	605895	19	0
EIF4E3	317649	40	40	10	-	609896	26	0
EIF4EBP1	1978	72	69	6	2	602223	10	0
EIF4EBP2	1979	28	27	9	1	602224	10	0
EIF4EBP3	8637	28	27	5	-	603483	13	0
EIF4ENIF1	56478	81	80	59	1	607445	58	0
EIF4G1	1981	234	178	187	-	600495	77	0
EIF4G2	1982	33	33	22	-	602325	20	0
EIF4G3	8672	101	99	82	2	603929	83	0
EIF4H	7458	174	166	4	4	603431	8	0
EIF5	1983	76	76	18	1	601710	24	0
EIF5-DT	105370687	27	27	-	-	-	2	0
EIF5A	1984	54	50	21	10	600187	11	0
EIF5A2	56648	28	28	6	-	605782	7	0
EIF5AL1	143244	22	22	8	-	-	11	0
EIF5B	9669	70	69	47	-	606086	48	0
EIF6	3692	28	28	15	-	602912	14	0
EIPR1	7260	56	56	15	1	608998	28	0
ELAC1	55520	63	61	20	-	608079	22	0
ELAC2	60528	1239	1016	1222	56	605367	401	17
ELANE	1991	845	588	803	87	130130	250	30
ELAPOR1	57535	101	101	67	-	611298	83	0
ELAPOR2	222223	72	72	56	-	614048	59	0
ELAVL1	1994	16	16	7	1	603466	8	0
ELAVL2	1993	96	95	17	-	601673	22	0
ELAVL3	1995	32	29	13	-	603458	15	0
ELAVL4	1996	27	27	13	-	168360	20	0
ELDR	102725541	8	8	-	-	618217	3	0
ELF1	1997	84	84	34	1	189973	40	0
ELF2	1998	53	52	19	1	619798	21	0
ELF3	1999	30	28	12	-	602191	13	0
ELF3-AS1	102723465	18	18	-	-	-	16	0
ELF4	2000	217	205	41	4	300775	28	0
ELF5	2001	39	39	18	-	605169	24	0
ELFN1	392617	154	151	101	2	614964	84	1
ELFN1-AS1	101927125	21	21	-	-	-	6	0
ELFN2	114794	65	62	41	-	620223	41	0
ELK1	2002	174	165	21	-	311040	14	0
ELK3	2004	33	33	26	-	600247	23	0
ELK4	2005	40	38	20	-	600246	24	0
ELL	8178	49	49	40	1	600284	35	0
ELL2	22936	53	52	21	-	601874	25	0
ELL3	80237	40	39	23	-	609885	27	0
ELMO1	9844	48	48	25	2	606420	29	0
ELMO1-AS1	100861514	6	6	-	-	-	-	-
ELMO2	63916	71	64	62	7	606421	19	0
ELMO3	79767	81	81	46	-	606422	50	0
ELMOD1	55531	43	43	21	-	615456	22	0
ELMOD2	255520	63	63	30	-	610196	23	0
ELMOD3	84173	220	171	201	1	615427	61	3
ELN	2006	1799	1125	1625	177	130160	376	64
ELN-AS1	107986809	329	222	6	24	-	65	0
ELOA	6924	42	42	33	-	600786	36	0
ELOA-AS1	100506963	1	1	-	-	-	-	-
ELOA2	51224	144	141	90	-	609522	83	0
ELOB	6923	60	58	18	-	600787	28	0
ELOC	6921	34	34	2	3	600788	5	0
ELOF1	84337	23	20	1	-	619818	7	0
ELOVL1	64834	60	54	47	2	611813	22	0
ELOVL2	54898	48	48	19	-	611814	22	0
ELOVL2-AS1	100506409	15	15	-	-	-	2	0
ELOVL3	83401	36	36	20	-	611815	20	0
ELOVL4	6785	405	329	388	25	605512	160	9
ELOVL5	60481	148	130	133	2	611805	60	2
ELOVL6	79071	17	17	4	-	611546	5	0
ELOVL7	79993	47	47	17	-	614451	33	0
ELP1	8518	3291	2098	3245	280	603722	652	58
ELP2	55250	230	184	178	14	616054	84	7
ELP3	55140	107	106	25	-	612722	27	0
ELP4	26610	840	282	88	48	606985	116	3
ELP5	23587	64	62	28	-	615019	32	0
ELP6	54859	31	31	22	1	615020	20	0
ELSPBP1	64100	25	25	12	1	607443	14	0
EMB	133418	40	40	15	-	615669	23	0
EMC1	23065	1360	1170	1336	83	616846	622	17
EMC1-AS1	101927895	1045	898	-	57	-	482	0
EMC10	284361	73	65	55	10	614545	23	1
EMC2	9694	43	43	3	-	607722	6	0
EMC3	55831	63	62	7	2	620273	19	0
EMC3-AS1	442075	22	22	-	-	-	2	0
EMC4	51234	39	38	4	-	616245	16	0
EMC6	83460	54	53	3	-	620261	16	0
EMC7	56851	44	43	9	-	620631	21	0
EMC8	10328	62	62	9	-	604886	19	0
EMC9	51016	42	41	17	-	-	20	0
EMCN	51705	31	31	16	-	608350	13	0
EMD	2010	1248	796	983	100	300384	194	45
EME1	146956	48	48	38	-	610885	33	0
EME2	197342	167	139	8	5	610886	69	0
EMG1	10436	97	90	22	1	611531	32	0
EMID1	129080	58	57	29	3	608926	28	0
EMILIN1	11117	134	123	113	6	130660	82	0
EMILIN2	84034	264	258	114	1	608928	101	0
EMILIN3	90187	66	66	59	-	608929	55	0
EML1	2009	229	200	195	14	602033	49	2
EML2	24139	68	68	55	-	617494	57	0
EML2-AS1	100287177	6	6	-	-	-	3	0
EML3	256364	62	61	44	-	618118	49	0
EML4	27436	99	99	72	4	607442	67	0
EML4-AS1	102723824	5	5	-	-	-	-	-
EML5	161436	119	119	88	-	618119	94	0
EML6	400954	162	162	144	-	-	140	0
EML6-AS1	105374667	3	3	-	-	-	-	-
EMP1	2012	59	58	12	-	602333	16	0
EMP2	2013	146	124	105	4	602334	44	0
EMP3	2014	19	19	8	-	602335	9	0
EMSLR	101927746	5	5	-	-	618575	1	0
EMSY	56946	28	28	18	-	608574	10	0
EMSY-DT	124902718	3	3	-	-	-	-	-
EMX1	2016	35	32	16	-	600034	19	0
EMX2	2018	73	66	41	5	600035	19	2
EMX2OS	196047	55	50	-	1	607637	13	0
EN1	2019	59	58	36	1	131290	29	0
EN2	2020	114	113	30	-	131310	30	0
EN2-DT	121832807	41	41	-	-	-	-	-
ENAH	55740	63	62	27	-	609061	24	0
ENAM	10117	249	218	222	14	606585	134	7
ENC1	8507	22	22	12	1	605173	15	0
ENDOD1	23052	53	53	32	-	619568	33	0
ENDOG	2021	62	62	25	-	600440	26	0
ENDOU	8909	32	32	22	-	606720	18	0
ENDOV	284131	50	50	26	-	619821	34	0
ENEMAL	129810501	1	1	-	-	-	1	0
ENG	2022	2576	1584	2520	563	131195	385	87
ENGASE	64772	101	101	74	-	611898	76	0
ENHO	375704	81	74	-	-	618556	9	0
ENKD1	84080	60	60	27	-	-	33	0
ENKUR	219670	76	76	18	-	611025	59	0
ENO1	2023	62	62	19	-	172430	23	0
ENO1-AS1	100505975	43	43	-	-	-	8	0
ENO2	2026	75	71	20	-	131360	27	0
ENO3	2027	474	358	438	4	131370	162	8
ENO4	387712	74	74	38	-	131375	41	0
ENOPH1	58478	49	49	6	1	-	8	0
ENOSF1	55556	210	202	35	4	607427	64	0
ENOX1	55068	99	99	32	2	610914	44	0
ENOX1-AS2	100874130	27	27	-	-	-	1	0
ENOX2	10495	210	204	23	4	300282	33	0
ENOX2-AS1	105373338	85	81	-	-	-	-	-
ENPEP	2028	75	75	63	1	138297	56	0
ENPP1	5167	1142	709	1117	70	173335	290	43
ENPP2	5168	117	115	56	-	601060	55	0
ENPP3	5169	151	151	54	2	602182	126	0
ENPP4	22875	44	44	33	-	617000	33	0
ENPP5	59084	33	33	22	-	617001	22	0
ENPP6	133121	143	143	37	1	616983	45	0
ENPP7	339221	55	55	35	-	616997	33	0
ENSA	2029	17	13	2	-	603061	5	0
ENTHD1	150350	50	49	28	-	-	29	0
ENTPD1	953	269	223	234	11	601752	93	5
ENTPD1-AS1	728558	270	225	-	9	-	119	0
